,0.01,0.99
var_58,-6.188307999999999,12.823317000000015
var_59,7.0985,10.769604000000005
var_60,3.758295,22.356607000000007
var_61,-35.638400999999995,14.053190000000084
var_62,-3.410307,5.787602000000002
var_63,-6.561302,7.004001000000001
var_64,3.0260990000000003,9.447902000000003
var_65,-7.487505,8.869603000000003
var_66,3.3968,8.302302000000001
var_67,-4.4972010000000004,28.336801
var_68,5.0017,5.0341
var_69,-11.405100999999998,5.917304000000004
var_70,-0.238312,48.91441400000001
var_71,0.1042,1.25
var_72,-7.908804000000001,9.214619000000019
var_73,3.751098,35.54802700000003
var_74,-12.210002000000001,49.52700800000001
var_75,2.895184,29.355517000000017
var_76,-12.6273,22.780507000000007
var_77,11.750693,27.075403
var_78,1.165397,9.581901
var_79,11.8088,17.352603000000002
var_80,-12.419238,20.594514000000014
var_81,9.194399,19.580101000000003
var_82,-21.0002,14.027701
var_83,-17.7814,17.69362100000002
var_84,-15.920510000000002,10.779302000000001
var_85,10.337297000000001,26.452102000000004
var_86,-13.195216,21.848218000000017
var_87,-0.5282009999999999,23.804004000000006
var_88,3.182897,14.000006000000006
var_89,-3.7712,12.322801000000002
var_90,-43.697707,10.492602000000002
var_91,6.6785,7.3279
var_92,3.8779980000000003,21.733903
var_93,9.211,11.692
var_94,5.498899,17.187401
var_95,-1.414501,1.3667
var_96,-2.7659,33.129707
var_97,-7.541809,45.221630000000026
var_98,0.1066,3.295901000000001
var_99,-4.672303,3.740301000000001
var_100,-27.234952,12.223411000000011
var_101,2.435487,23.4456
var_102,3.008493,40.590603
var_103,1.1918,1.9651010000000009
var_104,7.289393,15.9492
var_105,2.391699,6.273301000000001
var_106,4.382398,12.886010000000008
var_107,2.166696,34.52571000000001
var_108,13.8177,14.5488
var_109,9.059987000000001,27.3814
var_110,-2.758401,14.506110000000008
var_111,4.0208,8.797002000000003
var_112,-0.135002,6.298802000000002
var_113,-1.8614,17.047403000000003
var_114,0.7859989999999999,5.149102000000002
var_115,-3.7323,7.828401000000001
var_116,-1.1661009999999998,5.764701000000001
var_117,-12.465908999999998,44.68498500000008
var_118,-24.946008,13.56910900000001
var_119,-5.469001,12.654000000000002
var_120,-0.629005,51.81271300000001
var_121,7.807697999999999,14.960101000000002
var_122,-10.315401000000001,11.9574
var_123,-7.727218,19.451518000000018
var_124,-1.966509,10.200402000000002
var_125,11.854899000000001,13.246203000000003
var_126,11.5355,14.793201
var_127,-5.951514,7.156806000000006
var_128,-7.909702,5.4771100000000095
var_129,6.3652,24.421705000000006
var_130,10.544298000000001,14.116801
var_131,-0.4815,1.4444
var_132,4.568899,10.780602000000002
var_133,6.0092,7.702501000000001
var_134,-17.411501,9.042702000000002
var_135,-20.254201000000002,13.273403000000004
var_136,1.8297770000000002,44.25650800000001
var_137,-0.025901999999999998,36.65890400000001
var_138,-8.939901,11.30251000000001
var_139,-9.925336,24.3496
var_140,-7.496201,13.217309000000007
var_141,-12.161004,16.101504000000006
var_142,-0.09710500000000001,24.660401
var_143,5.4791,18.5863
var_144,6.670199000000001,10.662501
var_145,-3.299308,13.633301000000001
var_146,4.329593,15.849405000000004
var_147,-19.257700999999997,13.344000000000001
var_148,3.5408,4.4276
var_149,-17.672407,28.397736000000034
var_150,11.847196,22.054802000000002
var_151,2.1451,19.24191800000002
var_152,0.5025,14.01611000000001
var_153,12.424899,20.979701
var_154,-4.1731,17.140403000000003
var_155,-14.432620000000002,11.390201000000001
var_156,11.3028,15.267000000000001
var_157,-16.299503999999995,8.7177
var_158,1.0408979999999999,34.6231
var_159,1.306398,19.466604000000004
var_160,3.2054839999999998,47.202102000000004
var_161,5.1723989999999995,6.1141
var_162,2.3395989999999998,8.5871
var_163,0.46049100000000004,23.983902
var_164,-14.2772,8.465601000000001
var_165,8.1683,30.12551400000001
var_166,2.1081,3.7311
var_167,-21.694302,12.599016000000015
var_168,-1.4364039999999998,12.696201
var_169,4.8293,6.4372
var_170,-9.294206,10.535310000000008
var_171,-12.544108,11.033110000000008
var_172,0.857858,39.47224600000004
var_173,-13.844601,11.792401000000002
var_174,3.4268929999999997,34.667105
var_175,5.921398,18.405603000000003
var_176,-19.07321,12.936701000000001
var_177,6.7411,17.353806000000006
var_178,-19.113108,17.089404000000005
var_179,-3.330202,9.701009000000008
var_180,-13.747307999999999,9.453001
var_181,7.256298,13.4712
var_182,-18.201503000000002,19.326506000000006
var_183,-0.635321,18.426106000000008
var_184,-6.096707,33.969211000000016
var_185,-14.484902,6.1164
var_186,2.4024959999999997,16.304101
var_187,-34.231903,14.12
var_188,6.911397000000001,23.756806000000005
var_189,-1.3027009999999999,2.7844020000000023
var_190,-6.6359010000000005,13.525903000000003
var_191,1.3384,14.8011
var_192,-1.246204,5.361302000000002
var_193,-5.986603000000001,11.922604000000003
var_194,11.150198,24.4686
var_195,-3.203203,3.2173
var_196,-8.839802,13.9052
var_197,6.816799,10.865101000000001
var_198,8.562298,22.142108000000007
var_199,-26.192007999999998,16.5391
