,DataType,#Nulls,#Uniques,Min,Mean,Max,Std,top10 val,top10 cnt,top10 raito
var_33,float64,0,73157,1.6911,14.762685559500133,29.2475,4.32572749980486,"[18.7479, 15.0988, 10.9233, 10.7201, 13.6069, 13.321, 20.5613, 19.239, 19.9106, 13.8061]","[17, 17, 17, 16, 16, 16, 15, 15, 15, 15]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_34,float64,0,22954,9.7764,11.434860582000113,13.2251,0.5410395605621177,"[11.2193, 11.6087, 11.2741, 11.6545, 11.0428, 11.4989, 10.9207, 11.3227, 11.7559, 11.1877]","[39, 39, 39, 38, 38, 37, 37, 36, 36, 35]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_35,float64,0,76756,-16.9238,3.870129746500062,22.3183,5.170614138105003,"[1.4012, 2.805, -2.58, 0.7928, 4.6464, 3.9501, 3.0947, 5.3741, -1.3186, 1.2628]","[18, 17, 16, 16, 16, 15, 15, 15, 14, 14]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_36,float64,0,66309,-10.4668,2.2132884390000287,13.0941,3.1206854532818675,"[2.1027, 3.0038, 3.4868, 0.6703, 2.8967, -0.9621, 3.8265, 2.2769999999999997, 4.3584, 2.2338]","[24, 23, 19, 18, 18, 18, 18, 17, 17, 17]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_37,float64,0,58742,-0.8851,5.87504777749998,12.0149,2.2572346841792825,"[7.7094, 6.5046, 7.0165, 6.7498, 7.2837, 7.8329, 5.4134, 7.7263, 8.1641, 6.0536]","[26, 25, 22, 21, 20, 19, 19, 19, 19, 19]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_38,float64,0,74294,-5.3683,10.647806177000154,27.1427,4.260819561271582,"[9.6369, 14.9032, 10.2307, 8.208, 6.5182, 8.9651, 12.9252, 9.1104, 10.116, 6.6998]","[22, 18, 17, 16, 16, 15, 15, 15, 14, 14]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_39,float64,0,73292,-14.0837,0.6726665784999941,14.1673,4.078592209141213,"[-1.3914, -2.1124, 2.2801, 2.6169, 5.0162, 1.1154, -1.8162, -0.3071, 0.1533, 1.6066]","[20, 17, 16, 16, 16, 16, 15, 15, 15, 15]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_40,float64,0,83405,-34.9524,-6.736053935000097,17.0717,8.298826899880186,"[-8.7235, -17.6027, -2.6194, -6.5367, -6.926, -5.3865, 2.7178, -5.6595, -1.5479, -5.0248]","[16, 14, 14, 14, 13, 13, 13, 13, 13, 13]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_41,float64,0,80327,-8.5696,9.270645606499997,26.7255,5.9443348521811465,"[9.0224, 2.1063, 4.7924, 21.1522, 14.9491, 3.1339, 3.4498, 8.6605, 14.9756, 4.021]","[17, 15, 15, 15, 15, 14, 14, 13, 13, 13]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_42,float64,0,28163,8.9837,11.221732459999817,13.3895,0.6948313057898831,"[11.5369, 11.0387, 11.0156, 11.1077, 10.6587, 11.4972, 10.8718, 11.3534, 10.9705, 11.1809]","[32, 32, 31, 30, 30, 30, 29, 28, 28, 28]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_43,float64,0,14288,10.6444,11.568972389500178,12.5647,0.30992744573918835,"[11.5738, 11.4927, 11.5583, 11.3411, 11.5908, 11.7253, 11.465, 11.3354, 11.344000000000001, 11.3832]","[58, 55, 54, 53, 52, 51, 50, 50, 49, 49]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_44,float64,0,78457,-9.8677,8.952581144000096,29.1363,5.911181140645835,"[11.0209, 12.68, 1.6888, 12.9691, 6.8398, 12.0571, 7.7509, 12.564, 7.322, 11.915999999999999]","[17, 17, 16, 16, 16, 16, 15, 15, 15, 15]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_45,float64,0,92058,-83.6921,-12.666094574499892,58.3078,21.402708162073154,"[-15.5899, -18.0772, -6.9074, -2.0651, 5.5034, 0.7918, -10.2382, 5.6466, -22.3994, 18.2503]","[13, 12, 12, 11, 11, 11, 11, 11, 11, 11]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_46,float64,0,65189,1.5119999999999998,11.299741331999984,21.1675,2.860911396078846,"[10.9808, 10.757, 9.6506, 10.5791, 9.5411, 15.2027, 9.0822, 11.8768, 12.9747, 12.5551]","[19, 19, 19, 19, 18, 18, 17, 17, 17, 17]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_47,float64,0,87427,-46.5542,-12.455576731000027,20.4969,10.535003203556471,"[2.4921, -1.2772, -4.0194, -8.227, -20.8043, 0.3307, -14.4071, -19.9471, -0.7378, -14.9558]","[15, 13, 12, 12, 11, 11, 11, 11, 11, 11]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_48,float64,0,86929,-25.1148,14.685614812000168,52.2703,11.382442855996898,"[11.0461, 5.9241, 8.6442, 30.1287, 18.5529, 11.105, 4.9541, 19.8485, 13.4915, 8.8569]","[14, 13, 13, 13, 12, 12, 12, 12, 12, 12]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_49,float64,0,82973,-7.439,16.687279966500295,42.0406,7.877106933772875,"[9.3305, 14.0649, 13.7686, 17.4054, 22.256999999999998, 14.3384, 22.3558, 18.2803, 15.5232, 15.3137]","[19, 16, 15, 15, 14, 14, 13, 13, 13, 13]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_50,float64,0,28412,10.1996,12.745665609500458,15.2055,0.6903935434120623,"[12.8912, 12.9094, 12.7748, 12.6158, 12.7689, 12.7983, 13.4011, 12.5608, 12.5954, 13.0694]","[37, 36, 33, 32, 32, 31, 31, 31, 31, 31]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_51,float64,0,83881,-14.3669,13.391711324499932,40.689,8.192912545119418,"[15.5593, 16.8245, 15.0686, 15.4172, 9.0369, 17.3099, 15.695, 3.14, 15.8629, 20.0509]","[15, 15, 13, 13, 13, 13, 13, 13, 13, 12]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_52,float64,0,76266,-23.3473,-2.516943205499949,17.2683,4.969896676203168,"[-3.3045, -0.8656, -4.1835, -3.1133, 5.3196, -1.6956, -3.2886, -2.2951, 0.4504, -0.3706]","[17, 17, 17, 16, 16, 15, 15, 15, 15, 15]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_53,float64,0,29631,3.4114,6.015355468500003,8.0839,0.7643814897951802,"[6.5766, 6.3835, 6.385, 6.3394, 6.0807, 6.0865, 6.2436, 6.632999999999999, 6.3408, 6.1564]","[34, 32, 31, 31, 31, 31, 30, 30, 29, 29]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_54,float64,0,84548,-25.5955,1.1332568319999967,29.5903,8.418369013000538,"[2.5837, 6.4155, 6.0151, 2.9535, -2.6891, 10.5281, -7.9363, 5.4671, 0.9186, 5.3252]","[13, 13, 13, 12, 12, 12, 12, 12, 12, 12]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_55,float64,0,79114,-3.2751,12.756875691000328,29.8023,5.699920155304618,"[6.9279, 7.126, 12.9408, 15.4127, 17.359, 16.7897, 11.2345, 6.832000000000001, 7.4285, 9.2675]","[15, 15, 14, 14, 14, 14, 14, 14, 13, 13]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_56,float64,0,69316,3.1703,16.604446819999865,27.9318,3.549412750801125,"[19.392, 16.8198, 16.6447, 19.2122, 19.0548, 14.5909, 18.4811, 13.6347, 18.299, 15.6728]","[19, 19, 18, 18, 18, 18, 17, 16, 16, 16]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_57,float64,0,31286,3.5494,6.273477187999925,9.1793,0.7981233906541876,"[5.7302, 6.3326, 5.9248, 6.5846, 6.0656, 5.6945, 6.3842, 6.2933, 6.2828, 6.3138]","[33, 32, 31, 30, 30, 29, 29, 28, 28, 28]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_58,float64,0,73482,-14.9797,3.190169763500019,21.438000000000002,4.303706333290803,"[1.4264, 6.0051, 3.8211, 2.9261, 0.4952, 3.3736, -0.0539, 0.4417, 2.8063, 2.5842]","[19, 17, 16, 16, 15, 15, 15, 15, 15, 15]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_59,float64,0,32888,6.0528,8.92805226850019,11.7916,0.8529821907839363,"[9.6665, 8.3995, 8.9371, 8.0966, 9.2222, 8.2883, 9.0181, 8.8762, 8.4892, 8.3298]","[31, 31, 31, 31, 29, 29, 28, 27, 27, 27]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_60,float64,0,73575,-1.5187,12.1619708464998,24.3948,4.211900151686085,"[15.8351, 9.7654, 14.5798, 14.1239, 16.1407, 6.6384, 14.1906, 8.9236, 11.0054, 8.3091]","[15, 15, 15, 15, 14, 14, 14, 14, 14, 14]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_61,float64,0,88874,-48.3369,-11.956022668500198,26.3994,11.632700004038155,"[-11.0639, -10.1087, -13.789000000000001, -23.226999999999997, -2.9864, -14.8762, -16.2398, -20.9653, -3.9383, -3.2569]","[14, 13, 13, 12, 12, 12, 11, 11, 11, 11]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_62,float64,0,55891,-6.3899,0.8824425579999927,7.3832,2.0292798825237757,"[-0.3417, 1.2143, 1.5759999999999998, 2.1629, -0.1188, 1.5837, 1.5437, -0.9826, 1.0855, 2.01]","[24, 23, 22, 21, 21, 20, 20, 19, 19, 19]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_63,float64,0,66913,-12.6004,0.6732283160000129,11.0489,3.1111736916265738,"[1.4269999999999998, 0.5844, -1.4375, 0.5005, 1.0249, -1.9454, 2.1689, -1.4701, 3.7588, 1.2058]","[19, 18, 18, 18, 17, 17, 17, 16, 16, 16]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_64,float64,0,47632,1.4867,6.368547547999913,11.1172,1.4803976145625006,"[6.5589, 5.8998, 6.6673, 6.1837, 6.3693, 6.3435, 7.3591, 5.7078, 5.0889999999999995, 6.5381]","[24, 23, 23, 23, 22, 21, 21, 21, 21, 21]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_65,float64,0,71421,-15.2429,0.9763593240000099,15.4884,3.7893667677188687,"[-0.1459, 2.511, 3.3115, 0.2766, 3.0869, -0.7509, -3.1519999999999997, 3.5033, 5.1249, 2.2724]","[19, 17, 16, 16, 15, 15, 15, 15, 15, 15]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_66,float64,0,40071,1.94,5.786661652999915,9.8972,1.1243486193399326,"[6.0398, 4.468, 6.1308, 5.4399, 5.9752, 5.0148, 6.142, 5.6006, 6.1411, 5.4382]","[32, 26, 26, 25, 25, 24, 24, 24, 24, 24]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_67,float64,0,81931,-16.1873,11.88159986650023,41.5147,7.370538790293795,"[14.0901, 10.7622, 7.0653, 9.1833, 17.1765, 15.1746, 12.5585, 15.0977, 8.4105, 8.8192]","[15, 15, 14, 14, 14, 13, 13, 13, 13, 13]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_68,float64,0,428,4.996,5.018851925999944,5.0465,0.007193903387712463,"[5.0197, 5.0198, 5.0215, 5.0184, 5.0152, 5.021, 5.0209, 5.0203, 5.0179, 5.0158]","[1104, 1104, 1097, 1091, 1078, 1074, 1069, 1069, 1069, 1066]","[0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01]"
var_69,float64,0,72217,-15.5383,-3.334390130000067,7.3884,3.9596408756464796,"[-3.074, -1.7058, -2.314, 0.0578, -3.5636, -3.8482, -5.3855, -0.3889, -3.3495, -5.5354]","[20, 18, 18, 18, 16, 16, 16, 16, 15, 15]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_70,float64,0,86863,-17.0275,24.442541174499844,63.9827,11.933798774525343,"[26.1051, 19.2081, 39.751, 21.6478, 12.1182, 18.7577, 15.8122, 39.1877, 33.096, 16.7407]","[14, 13, 13, 13, 12, 12, 12, 12, 12, 12]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_71,float64,0,12604,-0.1717,0.6702781420000088,1.5165,0.2663356986022527,"[0.5389, 0.5484, 0.4257, 0.7886, 0.8348, 0.6515, 0.652, 0.4593, 0.7752, 0.6618]","[60, 59, 58, 57, 57, 57, 56, 56, 56, 55]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_72,float64,0,72162,-12.7283,0.648746258500007,15.6133,3.95707373488117,"[-0.1238, 1.7548, 1.3344, 2.6851, 1.6585, 0.0115, 1.5895, 1.1944, 1.8395, 2.5105]","[19, 18, 17, 17, 17, 17, 16, 16, 16, 15]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
var_73,float64,0,83685,-0.249,19.613597082499904,43.7981,7.474120334950296,"[13.8666, 20.7316, 16.3211, 13.8583, 20.5134, 20.3516, 16.8759, 12.8466, 17.9116, 19.9212]","[15, 15, 13, 13, 13, 12, 12, 12, 12, 12]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
